City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,nova vicosa,-17.8919,-39.3719,23.79,91,100,7.54,BR,1682097617
290,manokwari,-0.8667,134.0833,25.28,88,97,2.75,ID,1682097617
291,podgornoye,51.735,39.1496,7.12,93,100,5.0,RU,1682097617
292,nadym,65.5333,72.5167,-0.21,99,100,3.23,RU,1682097617
293,barranca,-10.75,-77.7667,25.84,70,84,4.88,PE,1682097617
294,el granada,37.5027,-122.4694,21.98,64,40,1.79,US,1682097617
295,fort bragg,35.139,-79.006,28.84,33,0,4.63,US,1682097399
296,lady frere,-31.7031,27.2329,11.41,46,0,5.45,ZA,1682097618
297,kantunilkin,21.0917,-87.45,34.47,35,5,2.83,MX,1682097618
298,shitanjing,39.2342,106.3439,5.74,73,100,2.89,CN,1682097618
299,show low,34.2542,-110.0298,15.04,16,0,0.89,US,1682097618
300,kousa,25.9141,32.7636,29.12,7,49,5.1,EG,1682097619
301,loukhi,66.0764,33.0381,1.96,97,97,1.91,RU,1682097619
302,kiwira,-9.1667,33.5333,18.57,99,100,1.78,TZ,1682097619
303,weno,7.4515,151.8468,28.12,74,88,3.07,FM,1682097619
304,dzilam gonzalez,21.2833,-88.9333,34.43,39,12,2.22,MX,1682097619
305,liuduzhai,27.3661,110.935,17.07,93,100,2.64,CN,1682097619
306,fuengirola,36.54,-4.6247,25.0,41,20,6.17,ES,1682097441
307,hastings,50.8552,0.5729,11.89,76,42,1.12,GB,1682097620
308,vylkove,45.4021,29.586,8.95,85,100,6.33,UA,1682097620
309,nova borova,50.693,28.6345,10.52,69,97,2.22,UA,1682097620
310,sisimiut,66.9395,-53.6735,1.3,75,97,0.34,GL,1682097620
311,masterton,-40.9597,175.6575,14.38,99,100,1.69,NZ,1682097620
312,mount isa,-20.7333,139.5,22.87,38,0,4.63,AU,1682097621
313,palangkaraya,-2.2,113.8333,23.79,95,94,0.72,ID,1682097621
314,zaozersk,69.4005,32.4476,-1.38,83,100,2.37,RU,1682097621
315,kilju,40.9642,129.3278,5.25,32,90,2.62,KP,1682097621
316,robertsport,6.7533,-11.3686,28.02,71,100,6.25,LR,1682097622
317,serdar,38.9764,56.2757,25.42,10,63,8.7,TM,1682097622
318,safi,32.1667,-8.8333,20.57,36,1,6.63,MA,1682097622
319,vetluzhskiy,58.3902,45.4654,5.71,67,30,2.79,RU,1682097622
320,bovril,-31.3431,-59.4451,22.54,33,88,5.93,AR,1682097622
321,pangoa,-12.1167,-73.0,25.13,79,93,1.36,PE,1682097622
322,luanda,-8.8368,13.2343,27.0,83,75,3.09,AO,1682097418
323,natal,-5.795,-35.2094,29.36,70,40,6.69,BR,1682097556
324,lulea,65.5842,22.1547,8.04,66,0,1.54,SE,1682097623
325,simpang,-1.2667,104.0833,24.11,94,97,1.04,ID,1682097623
326,inirida,3.8653,-67.9239,31.06,61,95,0.88,CO,1682097623
327,znamensk,48.5842,45.7338,11.33,62,76,4.25,RU,1682097623
328,gadzhiyevo,69.2551,33.3362,-1.04,83,100,1.46,RU,1682097624
329,vierzon,47.2101,2.0625,15.75,56,90,1.22,FR,1682097624
330,halmstad,56.6745,12.8568,16.11,33,0,4.12,SE,1682097624
331,zemetchino,53.4973,42.6163,8.31,79,100,3.32,RU,1682097624
332,shache,38.4167,77.2406,12.36,37,96,1.27,CN,1682097624
333,guerrero negro,27.9769,-114.0611,23.69,31,0,1.65,MX,1682097625
334,alaghsas,17.0187,8.0168,38.58,7,58,7.35,NE,1682097625
335,nizao,18.25,-70.2,31.04,58,1,5.06,DO,1682097379
336,callao,-12.0667,-77.15,27.16,54,0,4.63,PE,1682097625
337,kosh-agach,50.0,88.6667,-10.02,71,16,2.37,RU,1682097625
338,emirgazi,37.9022,33.8372,12.08,48,71,1.32,TR,1682097625
339,tazacorte,28.629,-17.9293,21.54,84,20,4.02,ES,1682097626
340,berdigestyakh,62.0989,126.6992,-7.77,98,100,1.74,RU,1682097626
341,paranaiba,-19.6772,-51.1908,23.94,54,9,3.03,BR,1682097626
342,ritchie,-29.038,24.6028,13.56,17,0,2.81,ZA,1682097626
343,faya-largeau,17.9257,19.1043,35.7,9,0,3.06,TD,1682097626
344,bengkulu,-3.8004,102.2655,25.06,92,100,1.66,ID,1682097627
345,genhe,50.7833,121.5167,-12.0,97,64,1.32,CN,1682097627
346,surazh,53.0175,32.3918,11.38,52,89,4.71,RU,1682097627
347,greymouth,-42.4667,171.2,14.83,90,98,1.4,NZ,1682097627
348,sint michiel liber,12.15,-68.9833,29.9,70,40,6.17,CW,1682097627
349,stepnogorsk,52.3544,71.8869,0.48,70,4,3.63,KZ,1682097628
350,malpe,13.35,74.7167,27.83,76,9,1.96,IN,1682097628
351,praia da vitoria,38.7333,-27.0667,18.14,77,75,10.06,PT,1682097628
352,chos malal,-37.3781,-70.2709,20.06,36,94,3.13,AR,1682097628
353,tamanrasset,22.785,5.5228,27.95,10,40,8.75,DZ,1682097628
354,ghat,24.9647,10.1728,33.86,8,37,8.2,LY,1682097628
355,mbeni,-11.5014,43.3775,24.95,78,11,3.64,KM,1682097629
356,kerikeri,-35.2268,173.9474,20.51,97,100,1.34,NZ,1682097629
357,saint john,45.2727,-66.0677,7.0,49,17,1.15,CA,1682097630
358,fale old settlement,-9.3852,-171.2468,28.43,76,47,4.72,TK,1682097631
359,erzincan,39.75,39.5,9.61,53,40,5.66,TR,1682097631
360,angostura,25.3667,-108.1833,29.41,20,61,2.81,MX,1682097631
361,marsabit,2.3284,37.9899,22.89,61,88,3.95,KE,1682097631
362,kearney,40.6995,-99.0815,7.95,35,40,8.75,US,1682097631
363,yima,34.7381,111.8839,4.0,85,100,3.48,CN,1682097632
364,esqueda,30.7167,-109.5833,21.4,11,0,1.79,MX,1682097632
365,kasimov,54.9411,41.3953,11.39,51,100,3.49,RU,1682097632
366,yoloten,37.2989,62.3597,20.65,10,0,5.55,TM,1682097632
367,tonning,54.3167,8.95,17.21,74,4,7.1,DE,1682097632
368,douentza,14.9951,-2.9517,39.84,9,82,5.55,ML,1682097633
369,sinabang,2.4803,96.3801,26.96,83,78,0.74,ID,1682097496
370,bamboo flat,11.7,92.7167,27.83,78,2,3.71,IN,1682097633
371,urus-martan,43.1286,45.5431,15.51,77,80,1.17,RU,1682097633
372,guozhen,34.3659,107.359,4.74,96,100,2.18,CN,1682097633
373,san antonio de pale,-1.4014,5.6325,27.06,75,100,4.81,GQ,1682097634
374,bathsheba,13.2167,-59.5167,29.34,74,20,6.17,BB,1682097634
375,hasaki,35.7333,140.8333,16.27,58,100,11.74,JP,1682097634
376,akureyri,65.6835,-18.0878,1.96,69,75,4.63,IS,1682097634
377,geraldton,-28.7667,114.6,16.23,67,100,2.06,AU,1682097634
378,saint-francois,46.4154,3.9054,18.69,65,0,3.6,FR,1682097573
379,mhamid,29.82,-5.72,31.84,12,5,2.08,MA,1682097635
380,abu dhabi,24.4667,54.3667,28.3,59,0,2.57,AE,1682097424
381,mili,6.0815,171.735,27.39,80,82,3.9,MH,1682097635
382,tabua,40.3327,-8.0141,13.42,93,100,1.79,PT,1682097635
383,nuuk,64.1835,-51.7216,0.34,86,75,1.03,GL,1682097467
384,meadow lakes,61.6247,-149.6011,5.14,59,0,0.0,US,1682097635
385,quellon,-43.1167,-73.6167,14.14,77,40,0.0,CL,1682097430
386,puerto lempira,15.2667,-83.7667,31.08,66,40,5.14,HN,1682097636
387,lechinta,47.0167,24.35,10.87,69,56,1.53,RO,1682097636
388,las tablas,7.7667,-80.2833,30.97,52,83,3.96,PA,1682097636
389,palapag,12.5458,125.1147,25.05,88,95,2.3,PH,1682097636
390,plaza huincul,-38.926,-69.2086,19.52,45,99,4.02,AR,1682097622
391,piikkio,60.4248,22.516,14.66,53,0,4.12,FI,1682097637
392,punganuru,13.3667,78.5833,26.9,64,87,4.6,IN,1682097637
393,belyayevka,51.3974,56.4096,12.48,46,100,4.1,RU,1682097637
394,acajutla,13.5928,-89.8275,30.36,64,100,3.5,SV,1682097637
395,bujumbura,-3.3822,29.3644,23.24,86,100,2.2,BI,1682097637
396,sydney,-33.8679,151.2073,16.61,85,0,4.12,AU,1682097158
397,rafaela,-31.2503,-61.4867,22.78,35,78,1.79,AR,1682097624
398,kourou,5.1552,-52.6478,27.03,91,100,3.57,GF,1682097638
399,kulhudhuffushi,6.6221,73.07,29.05,66,10,0.47,MV,1682097638
400,kodiak,57.79,-152.4072,4.73,60,0,2.06,US,1682097638
401,gouyave,12.1646,-61.7296,28.43,79,40,8.23,GD,1682097639
402,taitung city,22.7583,121.1444,23.62,85,93,2.8,TW,1682097639
403,freetown,8.484,-13.2299,27.84,74,75,3.09,SL,1682097639
404,darwin,-12.4611,130.8418,24.99,88,100,2.57,AU,1682097639
405,roma,43.2128,-75.4557,27.15,42,0,4.12,US,1682097639
406,floro,61.5996,5.0328,18.04,58,0,2.57,NO,1682097640
407,ciudad bolivar,8.1222,-63.5497,32.89,47,100,4.22,VE,1682097640
408,nova sintra,14.8667,-24.7167,19.63,77,21,8.83,CV,1682097373
409,tocopilla,-22.092,-70.1979,22.7,66,6,4.14,CL,1682097390
410,fortuna,40.5982,-124.1573,16.07,66,99,0.45,US,1682097641
411,constantia,44.1833,28.65,10.39,78,87,4.82,RO,1682097641
412,guarapari,-20.6667,-40.4975,24.38,59,83,4.87,BR,1682097641
413,ixtapa,20.7,-105.2,26.57,61,40,4.63,MX,1682097641
414,boyolangu,-8.1181,111.8935,24.56,93,82,1.18,ID,1682097642
415,wamba,8.9333,8.6,25.38,73,100,3.72,NG,1682097642
416,rice lake,45.5061,-91.7382,5.82,90,100,6.69,US,1682097642
417,kakata,6.53,-10.3517,30.49,54,89,4.31,LR,1682097643
418,hailar,49.2,119.7,-3.53,36,3,3.1,CN,1682097643
419,broome,42.2506,-75.833,28.17,41,0,4.12,US,1682097643
420,dunedin,-45.8742,170.5036,11.56,10,14,1.99,NZ,1682097404
421,ridder,50.355,83.5133,-6.3,83,6,2.44,KZ,1682097643
422,guiping,23.3925,110.0814,25.31,89,4,1.08,CN,1682097643
423,kingston,17.997,-76.7936,29.53,68,20,5.14,JM,1682097458
424,alofi,-19.0595,-169.9187,20.94,88,53,1.54,NU,1682097644
425,sao tome,0.3365,6.7273,27.04,75,100,4.65,ST,1682097644
426,jertih,5.7336,102.4897,25.84,90,89,1.36,MY,1682097644
427,red hill,33.9996,-79.2581,28.4,39,0,4.7,US,1682097644
428,xapuri,-10.6517,-68.5044,29.25,56,100,1.76,BR,1682097645
429,poronaysk,49.2167,143.1167,1.79,68,100,8.58,RU,1682097645
430,fuerte olimpo,-21.0415,-57.8738,27.95,41,2,2.03,PY,1682097645
431,amga,60.8953,131.9608,-12.85,100,96,0.87,RU,1682097645
432,taoudenni,22.6783,-3.9836,34.24,5,19,8.01,ML,1682097645
433,north ward,-19.2454,146.8075,22.95,78,58,2.57,AU,1682097646
434,namestovo,49.4079,19.4803,8.77,100,62,2.32,SK,1682097646
435,tsuruoka,38.7217,139.8217,7.82,48,20,6.74,JP,1682097646
436,farkhar,36.5729,69.8578,13.22,59,6,0.89,AF,1682097646
437,holualoa,19.6228,-155.9522,23.21,86,20,1.34,US,1682097542
438,lensk,60.7253,114.9278,-7.81,94,50,1.31,RU,1682097647
439,santa cruz,-17.8,-63.1667,28.03,51,20,4.63,BO,1682097350
440,palikir - national government center,6.9248,158.1611,25.41,89,100,0.0,FM,1682097647
441,riachao,-7.3619,-46.6172,28.39,69,41,2.73,BR,1682097647
442,sao joao da barra,-21.6403,-41.0511,26.05,60,49,4.71,BR,1682097647
443,swakopmund,-22.6833,14.5333,18.47,85,100,0.45,NA,1682097647
444,laojunmiao,39.8333,97.7333,0.56,85,61,3.13,CN,1682097648
445,kuching,1.55,110.3333,26.79,89,20,1.54,MY,1682097432
446,paradip garh,20.3167,86.6167,29.72,44,44,3.06,IN,1682097648
447,hadibu,12.65,54.0333,28.49,70,30,3.27,YE,1682097649
448,kencong,-8.2833,113.3667,24.42,92,91,1.01,ID,1682097649
449,pontevedra,42.431,-8.6444,15.42,82,86,3.33,ES,1682097649
450,sainte-adresse,49.5089,0.0845,12.59,66,75,4.12,FR,1682097649
451,pandan,14.0453,124.1694,25.7,84,91,2.8,PH,1682097649
452,wellington,-41.2866,174.7756,16.15,97,100,2.57,NZ,1682097414
453,gorno-altaysk,51.9561,85.955,-3.76,98,51,1.24,RU,1682097649
454,terenos,-20.4422,-54.8603,25.84,47,0,4.12,BR,1682097650
455,rustaq,23.3908,57.4244,27.35,37,41,0.15,OM,1682097650
456,antipolo,14.5864,121.1753,28.88,76,75,1.03,PH,1682097650
457,santiago de cuba,20.0247,-75.8219,28.06,65,20,3.6,CU,1682097651
458,crane,31.3974,-102.3501,21.78,13,0,6.26,US,1682097652
459,gisborne,-38.6533,178.0042,15.78,80,97,2.54,NZ,1682097652
460,istgah-e rah ahan-e garmsar,35.2346,52.3094,26.29,15,56,0.36,IR,1682097652
461,ujae,8.9322,165.7642,27.14,83,97,8.41,MH,1682097652
462,pervomayskoye,43.919,46.7102,16.15,64,99,3.68,RU,1682097652
463,alvand,36.3187,49.1678,13.61,52,100,4.55,IR,1682097653
464,kirensk,57.7853,108.1119,-5.81,94,100,1.32,RU,1682097653
465,pamanukan,-6.2842,107.8106,25.4,91,78,1.94,ID,1682097653
466,tofol,5.3248,163.0078,28.34,78,93,5.91,FM,1682097653
467,thisted,56.9552,8.6949,15.67,55,2,3.54,DK,1682097653
468,greenville,35.6127,-77.3663,29.52,30,0,2.24,US,1682097654
469,dryden,49.7833,-92.7503,-2.84,86,100,9.77,CA,1682097654
470,sabha,27.0377,14.4283,32.55,11,66,6.73,LY,1682097654
471,center,31.5107,-96.4247,22.22,68,40,4.63,US,1682097654
472,tralee,52.2704,-9.7026,10.14,81,100,1.54,IE,1682097654
473,guajara mirim,-10.7828,-65.3394,28.09,65,75,3.09,BR,1682097654
474,susuman,62.7833,148.1667,-12.01,97,100,2.11,RU,1682097655
475,christchurch,-43.5333,172.6333,13.84,93,75,2.57,NZ,1682097498
476,ghadamis,30.1337,9.5007,32.03,9,91,5.97,LY,1682097655
477,lazaro cardenas,17.9583,-102.2,29.21,55,11,3.88,MX,1682097655
478,gobabis,-22.45,18.9667,21.36,33,100,3.86,NA,1682097655
479,lieksa,63.3167,30.0167,2.58,93,97,1.42,FI,1682097656
480,fenoarivo be,-18.4333,46.5667,20.15,87,68,1.67,MG,1682097656
481,portland,45.5234,-122.6762,12.02,80,75,1.34,US,1682097606
482,diawara,15.022,-12.5437,38.11,12,100,4.55,SN,1682097656
483,sandnessjoen,66.0217,12.6316,7.29,87,75,0.89,NO,1682097656
484,labuan,5.2767,115.2417,28.2,83,20,1.54,MY,1682097656
485,parabel',58.6978,81.4825,-0.11,79,72,4.0,RU,1682097656
486,puerto pilon,9.3644,-79.7933,33.76,53,97,3.62,PA,1682097657
487,brady,31.1352,-99.3351,24.09,30,0,7.72,US,1682097657
488,luena,-11.7833,19.9167,19.1,94,99,0.0,AO,1682097657
489,neiafu,-18.65,-173.9833,25.38,83,20,3.6,TO,1682097657
490,paragominas,-2.9667,-47.4833,27.11,88,79,0.78,BR,1682097657
491,musanze,-1.4998,29.635,16.22,96,100,1.13,RW,1682097657
492,perry,37.2506,-83.1999,26.1,42,100,5.64,US,1682097658
493,qulsary,46.9531,54.0198,19.41,18,100,12.96,KZ,1682097658
494,jinchang,38.4953,102.1739,6.57,58,99,5.14,CN,1682097658
495,fort-shevchenko,44.5086,50.263,12.59,76,35,3.0,KZ,1682097658
496,box elder,41.5005,-112.8764,7.88,61,100,7.17,US,1682097658
497,muurame,62.1333,25.6667,13.31,98,100,0.67,FI,1682097659
498,kem',64.9555,34.5793,0.66,100,100,2.21,RU,1682097659
499,nizhneudinsk,54.9076,99.0276,-2.74,79,100,1.65,RU,1682097659
500,shagonar,51.5333,92.8,-1.54,68,74,0.83,RU,1682097659
501,tejen,37.3834,60.5054,23.06,9,0,5.29,TM,1682097659
502,mount pearl,47.5166,-52.7813,3.86,91,100,11.32,CA,1682097660
503,nizhniy kuranakh,58.8353,125.4869,-7.05,94,100,1.93,RU,1682097660
504,kharp,66.8014,65.8081,-7.5,92,48,2.81,RU,1682097660
505,tetiiv,49.3767,29.6647,7.42,89,100,2.73,UA,1682097660
506,bull savanna,17.8868,-77.5902,26.59,65,23,3.06,JM,1682097660
507,katsuren-haebaru,26.3369,127.8719,22.01,77,100,3.6,JP,1682097660
508,cill airne,52.05,-9.5167,10.03,81,100,1.54,IE,1682097661
509,egilsstadir,65.2653,-14.3948,1.95,75,75,8.75,IS,1682097661
510,antigonish,45.6169,-61.9986,8.64,87,100,6.18,CA,1682097661
511,kuqa,41.7278,82.9364,14.35,26,100,1.66,CN,1682097661
512,tvoroyri,61.5556,-6.8111,8.79,77,3,2.32,FO,1682097661
513,sangueya,10.7,-14.3667,30.25,52,100,5.22,GN,1682097662
514,koryazhma,61.3143,47.1691,4.15,89,94,2.08,RU,1682097662
515,ceeldheer,3.8488,47.1806,29.21,67,79,7.65,SO,1682097662
516,alachua,29.7086,-82.3332,29.38,48,0,1.79,US,1682097663
517,noumea,-22.2763,166.4572,25.56,99,51,3.26,NC,1682097663
518,beyneu,45.3167,55.2,19.14,18,99,11.53,KZ,1682097664
519,arraial do cabo,-22.9661,-42.0278,24.98,61,20,6.69,BR,1682097664
520,ad dawadimi,24.5077,44.3924,18.64,45,31,7.65,SA,1682097664
521,boende,-0.2167,20.8667,22.7,97,100,0.85,CD,1682097665
522,mareeba,-17.0,145.4333,22.4,99,33,0.71,AU,1682097666
523,ola,59.5833,151.2833,-1.07,82,87,9.91,RU,1682097666
524,mata-utu,-13.2816,-176.1745,27.87,75,33,3.36,WF,1682097666
525,kertih,4.5141,103.4483,27.01,94,76,0.0,MY,1682097667
526,ketchikan,55.3422,-131.6461,9.26,66,75,3.6,US,1682097667
527,margate,51.3813,1.3862,11.06,80,90,1.79,GB,1682096940
528,las khorey,11.1595,48.1967,29.04,72,86,3.21,SO,1682097668
529,richards bay,-28.783,32.0377,20.92,72,100,4.73,ZA,1682097668
530,beebe,35.0706,-91.8796,17.76,60,95,4.21,US,1682097520
531,gaspe,48.8334,-64.4819,5.12,70,20,7.2,CA,1682097451
532,puquio,-14.7,-74.1333,16.51,58,89,3.97,PE,1682097669
533,tateyama,34.9833,139.8667,15.4,67,100,9.65,JP,1682097669
534,al hufuf,25.3646,49.5653,30.19,11,0,2.57,SA,1682097669
535,serang,-6.1149,106.1502,25.99,86,78,0.93,ID,1682097669
536,kaifeng,34.7911,114.3483,7.55,71,97,8.85,CN,1682097670
537,terrace,54.5163,-128.6035,8.95,57,40,1.03,CA,1682097670
538,butte,39.6499,-121.5677,20.01,47,0,3.6,US,1682097670
539,mahina,-17.5065,-149.489,26.87,83,75,1.03,PF,1682097671
540,westfield,42.1251,-72.7495,23.39,42,0,4.63,US,1682097399
541,nizhniy odes,63.6445,54.856,-0.34,96,100,2.66,RU,1682097671
542,taroa,8.7058,171.2275,27.5,79,99,7.22,MH,1682097672
543,tadmur,34.5608,38.2805,19.26,39,10,4.24,SY,1682097672
544,jinxiang,27.4327,120.6062,15.96,91,30,2.29,CN,1682097673
545,jasper,37.2001,-94.3502,17.91,45,40,4.12,US,1682097598
546,central city,37.2939,-87.1233,16.13,97,100,2.06,US,1682097674
547,labytnangi,66.6572,66.4183,-9.46,93,44,2.0,RU,1682097674
548,emerald,-23.5333,148.1667,17.71,57,0,3.88,AU,1682097675
549,uribia,11.7139,-72.266,30.23,59,82,2.69,CO,1682097675
550,mugia,43.1041,-9.2179,15.51,79,82,6.36,ES,1682097675
551,itoman,26.1247,127.6694,22.01,78,100,9.26,JP,1682097676
552,bontang,0.1333,117.5,26.42,86,51,1.97,ID,1682097676
553,al ghayzah,16.2079,52.176,28.21,68,13,4.96,YE,1682097676
554,tura,25.5198,90.2201,21.48,71,59,3.82,IN,1682097677
555,tianchang,37.9981,114.0156,3.11,97,100,0.92,CN,1682097677
556,kirakira,-10.4544,161.9205,26.11,84,80,2.47,SB,1682097678
557,graham,47.0529,-122.2943,9.06,82,100,4.63,US,1682097678
558,yingkou,40.6648,122.2283,8.38,23,98,1.92,CN,1682097679
559,tomatlan,19.9333,-105.25,32.05,34,88,1.86,MX,1682097679
560,ciudad lazaro cardenas,17.9583,-102.2,29.21,55,11,3.88,MX,1682097655
561,tobelo,1.7284,128.0095,26.39,82,82,1.01,ID,1682097680
562,yorkton,51.2167,-102.4677,-1.09,64,20,9.26,CA,1682097680
563,lapy,52.9911,22.8842,15.17,62,82,3.12,PL,1682097680
564,erenhot,43.6475,111.9767,6.79,15,95,4.28,CN,1682097681
565,conceicao do araguaia,-8.2578,-49.2647,31.7,57,17,2.09,BR,1682097681
566,cannonvale,-20.2833,148.7,25.66,73,30,8.7,AU,1682097681
567,nyurba,63.2842,118.3319,-7.37,93,100,2.47,RU,1682097682
568,fada,9.5667,8.3,22.38,82,100,1.74,NG,1682097682
569,leshan,29.5623,103.7639,17.26,80,100,2.91,CN,1682097683
570,ponta delgada,37.7333,-25.6667,16.4,72,40,8.75,PT,1682097683
571,iquitos,-3.7481,-73.2472,26.02,94,75,0.51,PE,1682097683
572,roven'ky,48.0833,39.3776,6.81,91,93,2.13,UA,1682097683
573,newman,37.3138,-121.0208,21.13,33,32,4.02,US,1682097683
574,noosa heads,-26.3833,153.15,19.63,73,81,10.07,AU,1682097684
575,senillosa,-39.0,-68.4167,21.88,35,72,11.66,AR,1682097684
576,visakhapatnam,17.69,83.2093,27.94,94,4,1.03,IN,1682097685
577,bereket,39.2446,55.5154,25.73,11,60,8.33,TM,1682097685
578,khovd,48.0056,91.6419,-0.96,27,6,1.08,MN,1682097685
579,okhotsk,59.3833,143.3,-2.15,92,100,2.32,RU,1682097685
580,porto novo,6.4965,2.6036,29.68,69,86,4.61,BJ,1682097686
581,haiku-pauwela,20.9219,-156.3051,25.02,88,20,1.54,US,1682097686
